student-id,dosage,pre-test,post-test
626992,0.15,71,6
679301,0.06,68,41
755795,0.99,62,51
886555,0.17,15,6
792490,0.03,20,46
503577,0.49,56,84
728910,0.16,54,9
443679,0.37,62,57
627309,0.62,28,4
581613,0.11,85,65
837634,0.48,73,55
192946,0.56,5,95
480276,0.99,34,82
395187,0.89,70,23
480933,0.22,95,24
393194,0.73,57,35
583609,0.1,97,39
238050,0.07,32,16
676590,0.01,22,80
933374,0.48,59,95
390752,0.6,16,95
298583,0.45,75,68
747730,0.67,17,99
558009,0.54,63,63
428610,0.4,89,76
147954,0.58,49,23
914875,0.75,10,2
989872,0.23,23,22
276911,0.79,40,42
948025,0.65,33,1
457669,0.34,19,28
297984,0.39,81,57
210869,0.92,14,45
897474,0.18,24,5
814953,0.35,6,90
399814,0.21,49,23
691218,0.57,28,1
354834,0.55,9,71
736914,0.03,10,61
159572,0.16,9,12
946923,0.67,40,92
915131,0.15,79,67
625593,0.13,83,84
524935,0.74,61,0
262049,0.39,16,67
615367,0.56,33,12
188053,0.49,16,37
498496,0.24,88,33
543390,0.27,76,35
773264,0.42,59,45
747467,0.86,76,74
787694,0.61,41,40
449951,0.06,22,92
686639,0.99,10,72
762461,0.47,79,1
775584,0.38,65,77
551276,0.14,100,64
145995,0.44,36,94
650077,0.3,72,85
163992,0.03,8,52
328558,0.9,63,48
335506,0.09,97,71
138025,0.98,35,0
368630,0.83,53,23
441386,0.12,64,46
255514,0.58,23,81
809579,0.47,61,57
854017,0.16,47,44
658401,0.22,77,6
185412,0.6,39,91
231670,0.2,49,97
390523,0.82,87,93
260646,0.6,98,95
953036,0.09,34,88
834283,0.14,18,47
384993,0.67,78,48
421870,0.51,4,100
972518,0.29,56,89
850381,0.13,52,19
554109,0.56,71,61
958013,0.45,100,3
859695,0.62,32,0
419304,0.67,100,50
832569,0.08,97,80
909909,0.82,54,49
276694,0.2,45,66
418461,0.3,70,54
561637,0.47,91,83
339635,0.53,9,84
684147,0.83,37,54
719682,0.33,37,30
272786,0.04,16,76
103518,0.18,37,43
677436,0.33,73,42
755661,0.95,35,79
108462,0.96,38,19
120521,0.9,11,13
222078,0.5,26,74
833374,0.79,20,82
890358,0.68,30,18
281953,0.34,22,57
439676,0.08,35,5
462541,0.25,24,77
874759,0.61,80,88
184544,0.7,36,39
934722,0.94,39,12
329149,0.29,56,69
347310,0.4,7,89
838907,0.67,56,85
519936,0.97,33,9
971729,0.17,89,95
511608,0.84,53,9
356991,0.92,41,69
600008,0.91,94,51
208700,0.87,54,60
917274,0.15,4,6
343168,0.92,17,90
233657,0.43,49,84
626135,0.05,31,50
220284,0.54,9,41
960597,0.14,40,31
684789,0.39,48,26
850638,0.37,8,35
791355,0.9,24,33
513173,0.51,65,17
291041,0.84,27,52
753201,0.41,34,35
501182,0.99,73,84
878069,0.52,58,45
419729,0.67,100,21
312440,0.71,4,57
718439,0.6,48,65
504230,0.31,79,4
326922,0.16,93,11
797434,0.03,67,93
375127,0.64,32,25
873163,0.46,54,5
718061,0.63,4,2
562715,0.46,8,61
519808,0.23,58,98
565753,0.34,3,33
249370,0.71,42,80
358037,0.24,3,45
449100,0.15,7,85
489198,0.79,73,87
890817,0.16,91,87
319953,0.25,88,66
239790,0.69,100,21
839445,0.63,94,77
827543,0.39,37,56
812964,0.24,62,21
669150,0.38,35,94
214554,0.85,73,90
131282,0.96,26,21
732264,0.79,39,91
823086,0.89,97,72
588313,0.88,100,67
468399,0.6,6,45
742617,0.52,82,81
615301,0.85,87,37
498691,0.65,60,21
661496,0.32,85,90
783357,0.26,100,23
986785,0.26,68,78
462830,0.37,5,15
650626,0.58,75,58
998009,0.65,77,38
308031,0.96,43,63
433168,0.59,25,10
414287,0.98,39,83
333590,0.25,76,20
543034,0.93,12,66
830473,0.81,33,57
672796,0.01,36,85
145979,0.71,89,50
245940,0.04,55,75
256377,0.75,22,65
532583,0.29,58,36
949647,0.94,57,11
325813,0.69,94,19
111482,0.23,66,67
827981,0.36,80,70
479417,0.66,75,5
597572,0.76,44,26
731776,0.67,77,18
952232,0.1,30,31
256820,0.17,73,62
271942,0.64,8,56
583309,0.19,47,20
720643,0.74,15,12
555925,0.49,61,30
603240,0.2,46,56
266184,0.9,35,31
630037,0.8,38,5
475879,0.77,23,60
849683,0.64,5,98
264598,0.36,92,17
452670,0.79,81,61
838535,0.59,54,24
430156,0.71,42,59
826806,0.71,65,93
764660,0.35,43,13
368696,0.84,37,21
341329,0.94,5,62
282953,0.5,96,46
866057,0.89,81,68
258039,0.77,62,29
624131,0.47,78,78
841756,0.68,51,100
835333,0.31,70,9
284963,0.59,47,77
146799,0.57,8,29
733644,0.58,73,72
457827,0.03,38,43
546728,0.23,18,51
552307,0.42,94,2
118572,0.27,95,15
321750,0.34,77,2
325007,0.89,88,89
443575,0.94,65,80
575151,0.9,90,57
183997,0.69,14,84
381850,0.83,97,12
973788,0.29,55,47
245915,0.56,42,77
140794,0.43,94,15
670456,0.26,56,34
829430,0.68,93,45
485058,0.51,25,99
385110,0.83,80,42
377884,0.03,85,66
483165,0.25,63,45
793994,0.35,64,10
184108,1,77,84
418404,0.18,73,97
797952,0.52,3,6
181296,0.62,69,30
301337,0.08,99,6
425714,0.09,98,33
489582,0.57,20,82
198504,0.45,90,92
647380,0.43,64,27
505552,0.46,73,12
933091,0.55,83,91
327879,0.13,62,98
893128,0.4,73,29
708917,0.98,32,40
575350,0.62,50,14
825478,0.43,0,11
603134,0.29,62,19
155839,0.73,41,57
479919,0.17,90,65
264811,0.1,69,74
746255,0.35,78,38
989425,0.23,58,57
439322,0.31,50,4
169476,0.46,87,64
997700,0.96,39,82
300089,0.33,58,71
267000,0.18,6,62
619724,0.36,63,50
121644,0.87,34,66
599574,0,96,20
384413,0.47,39,28
582562,0.5,85,51
616626,0.14,45,18
591369,0.88,81,58
581459,0.93,73,74
810123,0.5,16,71
174287,0.05,32,80
998717,0.59,57,0
531554,0.83,64,37
419112,0.34,9,80
280547,0.59,76,32
952979,0.95,91,53
779350,1,24,90
565460,0.61,9,63
100507,0.46,85,62
896872,0.88,12,74
689135,0.02,53,68
883813,0.07,13,38
800617,0.2,10,3
255664,0.53,78,47
191580,0.89,56,27
984123,0.47,1,10
261116,0.56,5,67
313383,0.77,37,93
317747,0.93,36,8
822191,0.51,34,39
927163,0.15,2,38
939916,0.19,91,11
837535,0.87,17,18
369048,0.89,14,55
756075,0.25,28,12
674266,0.58,10,52
959117,0.61,100,55
933593,0.85,62,48
889268,0.57,81,70
740865,0.68,0,3
163236,0.23,50,46
337539,0.91,31,46
351462,0.8,5,57
207910,0.21,48,52
520455,0.89,45,41
418091,0.56,31,33
926039,0.74,90,99
667637,0.03,9,12
858428,0.02,62,6
710777,0.63,59,63
980356,0.3,21,33
206529,0.16,60,30
579600,0.88,44,86
287739,0.37,76,40
641681,0.53,82,12
866104,0.42,12,58
367172,0.32,71,84
134039,0.26,20,59
342903,0.82,45,20
309202,0.43,70,80
833282,0.64,16,97
484746,0.34,91,94
970078,0.05,33,99
130416,0.52,71,73
800874,0.24,4,93
498720,0.94,73,8
535591,0.46,87,6
501174,0.42,51,79
683879,0.64,21,89
469880,0.62,77,46
787862,0.51,49,28
116784,0.09,85,55
453850,0.7,65,11
816758,0.89,17,91
439990,0.57,69,11
980726,0.44,89,18
637545,0.78,44,54
455180,0.46,59,97
245126,0.11,34,88
560217,0.46,76,48
975384,0.05,56,54
332345,0.9,88,23
146701,0.34,81,61
979952,0.93,63,55
511304,0.83,21,77
714091,0.4,51,90
895437,0.29,40,52
214232,0.61,17,42
910138,0.04,76,95
569162,0.46,44,97
378630,0.18,55,19
226743,0.21,100,7
394408,0.89,19,88
276519,0.86,33,25
942173,0.33,94,61
801157,0.15,55,35
989659,0.69,5,71
757335,0.04,1,87
905848,0.74,74,11
707781,0.38,13,95
750115,0.99,69,35
502947,0.99,40,41
881655,0.44,100,7
588333,0.5,6,51
551202,0.31,75,43
866247,0.45,96,18
396497,0.25,97,36
370893,0.55,14,46
935476,0.66,32,64
384772,0.22,74,64
944113,0.36,87,47
754078,0.56,28,88
823013,0.88,43,44
405968,0.76,21,88
315609,0.22,10,51
850915,0.15,19,34
770512,0.35,87,68
465945,0.32,11,84
688387,0.71,24,53
282029,0.15,73,86
695072,0.1,96,87
891839,0.59,33,38
447057,0.26,46,24
465210,0.74,30,83
721500,0,45,47
534530,0.14,65,49
108188,0.08,41,74
768985,0.21,72,33
117604,0.07,80,29
172523,0.92,9,20
541726,0.65,75,49
660842,0.11,63,75
946232,0.79,70,73
967527,0.71,37,85
302671,0.96,94,92
575542,0.04,96,65
758955,0.46,17,81
858140,0.57,82,2
460723,0.91,6,40
189417,0.99,11,38
342721,0.13,97,21
140129,0.98,80,22
426917,0.25,11,86
227785,0.99,100,65
504117,0.97,16,85
850647,0.6,15,77
468240,0.6,86,26
145086,0.26,49,26
581226,0.13,65,6
408247,0.74,21,0
275602,0.99,47,26
686934,0.52,39,41
813656,0.4,31,84
909456,0.06,34,11
843254,0.26,85,56
844739,0.25,59,79
684047,0.12,6,33
466732,0.69,53,37
756942,0.74,55,88
852349,0.69,3,50
140535,0.21,1,95
421246,0.62,84,14
783822,0.15,80,77
609228,0.8,22,32
308371,0.71,97,54
135295,0.01,5,38
611332,0.6,28,74
340430,0.5,97,71
623838,0.71,19,65
669877,0.8,55,94
484356,0.54,99,16
634543,0.01,61,77
579004,0.6,12,35
957863,0.51,46,64
254164,0.06,7,14
578595,0.68,17,7
471207,0.74,77,15
551115,0.6,59,4
669768,0.68,93,23
566066,0.12,56,98
208114,0.52,86,48
725190,0.88,78,93
293047,0.46,75,19
554341,0.39,26,40
896040,0.98,68,6
584780,0.05,18,49
506380,0.8,100,30
508107,0.04,15,16
872999,0.22,99,61
403566,0.13,68,49
309220,0.43,52,35
593855,0.7,75,10
361474,0.61,57,90
646720,0.29,32,86
234012,0.73,76,95
793596,0.65,69,86
430599,0.76,68,61
629297,0.6,93,41
506578,0.27,85,18
114586,0.32,35,93
949489,0.05,89,46
905451,0.41,42,91
899028,0.81,45,94
645753,0.65,35,22
430454,0.29,25,63
575072,0.7,30,40
799982,0.13,94,49
500516,0.58,12,88
317239,0.74,60,92
857804,0.03,48,10
611177,0.36,38,22
333362,0.32,4,21
362790,0.47,81,55
566911,0.08,93,65
351699,0.85,63,3
825094,0.59,11,60
447060,0.43,9,70
238910,0.27,58,89
847388,0.66,99,23
317700,0.53,38,64
362633,0.47,36,38
215508,0.73,3,68
812211,0.65,10,90
802279,0.39,2,12
263792,0.73,84,47
746537,0.97,75,14
421835,0.16,99,91
673478,0.34,12,90
580456,0.3,97,18
357517,0.01,94,28
127185,0.98,43,76
898376,0.9,15,2
520900,0.66,86,15
786130,0.67,26,18
543926,0.98,48,33
554964,0.42,93,88
100271,0.28,8,31
162472,0.24,61,7
583538,0.42,43,52
342851,0.24,65,47
317125,0.03,17,12
467912,0.37,76,51
364070,0.06,60,44
172079,0.85,9,98
736164,0.63,6,69
519018,0.61,9,51
891992,0.99,77,26
410222,0.79,76,33
116322,0.69,35,47
957352,0.81,54,5
381093,0.99,66,21
175767,0.73,26,97
492501,0.97,15,9
485911,0.51,46,57
809411,0.2,36,33
368052,0.67,92,35
362417,0.94,32,32
701603,0.63,46,18
733634,0.9,86,28
187317,0.11,6,41
345711,0.98,55,45
423043,0.08,4,50
925673,0.73,79,33
384109,0.28,1,89
375452,0.66,31,85
504709,0.43,78,83
474903,0.91,16,80
114611,0.85,54,20
686124,0.03,63,94
367330,0.02,29,39
943172,0.74,3,95
299029,0.33,18,84
946325,0.68,92,49
601007,0.49,47,55
605556,0.09,6,29
647551,0.98,8,35
855838,0.75,92,9
826984,0.64,10,70
111793,0.95,96,23
328428,0.47,33,47
948638,0.03,85,47
588551,0.47,14,73
582803,0.47,88,4
656055,0.15,13,93
981953,0.33,88,28
885751,0.96,59,97
531231,0.5,42,95
543404,0.96,92,1
940074,0.93,10,20
192169,0.56,100,73
657692,0.29,97,65
859365,0.68,35,82
420455,0.54,6,13
292625,0,52,96
394907,0.93,80,64
872098,0.92,52,4
833612,0.28,5,52
925999,0.73,59,41
775317,0.59,90,47
867856,0.39,19,10
141647,0.84,95,1
476411,0.08,87,44
803675,0.43,52,94
583048,0.9,71,83
814374,0.95,35,23
268487,0.2,84,82
949936,0.25,49,57
683494,0.84,96,0
687790,0.36,6,30
423182,0.62,87,26
345116,0.84,76,74
563075,0.67,14,22
897878,0.74,11,12
562192,0.23,43,5
817330,0.16,39,82
537910,0.8,56,83
140706,0.28,53,18
262964,0.55,95,98
553743,0.22,96,81
789188,0.17,70,97
656432,0.77,52,53
433479,0.64,80,14
823755,0,14,51
810092,0.58,41,13
409845,0.16,82,57
854860,0.85,38,22
930961,0.45,68,85
968660,0.75,43,76
598677,0.53,90,63
664975,0.57,83,22
739397,0.2,93,83
453207,0.09,93,8
410549,0.32,88,52
948083,0.15,8,72
384454,0.68,70,78
347320,0.09,44,95
263315,0.97,3,14
305463,0.52,14,50
234642,0.39,65,18
819670,0.65,73,13
179760,0.22,21,24
822320,0.31,21,41
711783,0.27,48,86
709186,0.07,52,86
479940,0.52,45,37
360898,0.34,62,37
437497,0.07,89,95
187563,0.34,74,83
892754,0.66,44,21
758928,0.92,8,68
289924,0.71,51,48
717591,0.65,1,90
880260,0.89,65,85
559295,0.25,54,60
489439,0.83,13,22
161967,0.81,22,56
576514,0.65,46,59
308533,0.47,42,98
673398,0.11,93,21
705204,0.67,78,0
676396,0.85,81,17
644256,0.84,16,83
741309,0.6,53,67
828836,0.14,22,41
525878,0.15,79,18
716119,0.47,17,95
909540,0.33,88,1
690861,0.06,16,71
610074,0.38,39,12
323766,0.35,92,73
873246,0.65,3,60
989627,0.5,3,79
802727,0.58,56,8
642675,0.27,18,30
749367,0.37,64,90
707453,0.89,94,87
355969,0.12,27,62
320395,0.01,10,69
841864,0.85,77,37
865423,0.29,78,48
129603,0.53,79,17
977198,0.85,91,50
290118,0.52,63,73
412372,0.03,23,0
711726,0.59,3,44
195005,0.03,85,49
501294,0.81,18,11
745265,0.88,47,18
400719,0.97,4,66
387196,0.01,28,34
894665,0.55,26,2
250402,0.84,55,88
753896,0.75,72,12
962928,0.5,48,47
128507,0.25,43,27
202587,0.84,50,30
748979,0.61,38,48
714291,0.97,77,22
959000,0.01,61,96
426997,0.24,97,63
921290,0.65,75,100
568226,0.32,43,41
169912,0.9,55,33
917918,0.18,66,88
247522,0.37,40,23
968196,0.92,10,79
270008,0.19,96,12
696035,0.37,89,79
353773,0.47,84,83
518003,0.94,47,15
492934,0.27,16,94
509956,0.74,83,37
655071,0.55,48,48
719813,0.29,63,86
429660,0.01,64,38
903836,0.67,34,18
876639,0.05,84,34
945621,0.69,48,47
232850,0.29,2,18
151873,0.42,51,39
776516,0.11,92,95
145613,0.64,23,97
959100,0.15,42,19
125451,0.09,78,72
697827,0.47,99,63
545433,0.61,73,34
144440,0.21,93,46
623982,0.02,82,30
283234,0.1,24,98
837697,0.26,40,77
782215,0.79,50,72
551333,0.18,41,32
542574,0.54,40,13
855587,0.66,39,39
600059,0.93,82,97
124153,0.47,72,29
666244,0.21,60,21
633932,0.47,100,61
482583,0.86,45,80
718632,0.61,68,77
446906,0.24,27,23
637422,0.22,10,37
258536,0.74,34,40
253277,0.84,70,76
902974,0.98,99,87
135348,0.47,58,36
592030,0.85,29,35
956135,0.29,16,4
485089,0.76,4,26
401089,0.8,88,49
501904,0.92,33,55
763338,0.41,63,69
660120,0.99,93,27
207846,0.12,79,34
247639,0.91,0,39
977630,0.82,98,100
784798,0.05,12,86
892640,0.92,14,23
191092,0.29,1,87
823393,0.29,41,2
212335,0.08,86,90
693742,0.53,23,51
838900,0.61,51,73
439908,0.08,28,16
164491,0.05,30,64
336320,0.44,78,65
784675,0.86,36,79
701754,0.81,19,40
282293,0.6,83,86
213408,0.24,53,35
698378,0.46,96,57
713138,0.84,34,13
812773,0.39,80,94
861962,0.64,85,65
322381,0.06,5,51
166402,0.85,35,6
258052,0.1,88,67
174455,0.85,69,20
145089,0.42,69,67
899990,0.09,56,7
201118,0.07,27,66
422118,0.5,57,2
465514,0.57,42,72
890951,0.76,21,24
129863,0.22,66,59
387271,0.05,10,47
542848,0.2,50,27
519583,0.6,14,24
972657,0.68,39,35
604590,0.64,50,12
336976,0.84,4,13
578948,0.46,85,79
217069,0.4,22,14
285490,0.99,71,69
374514,0.25,89,47
264252,0.53,81,88
931600,0.31,43,61
131879,0.25,50,77
654299,0.57,100,8
149600,0.72,62,9
439625,0.95,46,75
376857,0.69,41,61
937712,0.82,18,4
442670,0.23,20,44
144268,0.31,88,46
174488,0.43,60,30
593900,0.68,42,25
113241,0.77,31,19
302558,0.4,84,60
647098,0.61,85,42
625538,0.89,85,62
453252,0.08,28,13
962082,0.98,42,32
402216,0.03,70,98
326778,0.47,52,5
392207,0.64,26,57
224389,0.8,34,64
134756,0.86,55,51
639312,0.44,12,11
475626,0.61,45,46
490467,0.59,14,62
595472,0.68,13,53
921093,0.71,74,31
787882,0.9,38,85
148609,0.85,70,13
582870,0.04,36,37
117811,0.94,41,64
654911,0.05,39,27
281933,0.2,8,2
876264,0.08,65,65
487510,0.56,42,5
681035,0.63,70,19
645641,0.64,20,83
911539,0.81,25,2
154163,0.66,12,47
577632,0.91,85,46
567046,0.18,47,15
175619,0.82,64,82
583022,0.71,65,12
846514,0.46,86,83
618164,0.6,64,72
550575,0.91,23,13
370671,0.29,77,30
359520,0.32,85,22
104650,0.37,69,37
837013,0.43,99,7
517802,0.33,97,10
930493,0.06,76,61
689731,0.25,92,54
339853,0.74,14,36
771039,0.63,81,96
415916,0.98,50,22
802261,1,28,50
481797,0.09,59,13
493402,0.47,26,77
154919,0.24,47,23
375615,0.84,96,84
867091,0.82,81,22
469596,0.1,84,35
206215,0.14,13,11
421130,0.04,8,2
315708,0.04,46,78
102208,0.66,43,93
288493,0.65,44,34
428659,0.48,98,38
838744,0.49,1,19
321905,0.51,39,10
895403,0.22,63,81
431596,0.25,98,30
552396,0.03,66,71
424338,0.11,71,29
488212,0.3,80,30
638165,0.35,31,49
658946,0.21,63,1
292073,0.86,42,29
597171,0.13,67,30
564392,0.54,69,13
843020,0.98,10,52
165395,0.8,42,97
587809,0.85,21,25
814393,0.49,91,84
595274,1,94,62
392876,0.96,46,17
934960,0.83,71,83
976208,0.96,52,69
732904,0.4,71,81
266789,0.16,69,2
224593,0.55,32,54
399965,0.92,20,89
998309,0.72,55,25
510073,0.62,79,35
717516,0.84,27,14
937449,0.04,19,71
912939,0.53,86,63
987482,0.77,23,47
316332,0.54,93,69
248723,0.62,98,66
998167,0.88,25,20
856126,0.72,12,79
624105,0.49,8,61
745942,0.88,98,81
149532,0.21,27,87
596780,0.33,4,9
385558,0.67,20,87
780349,0.31,15,91
322763,0.68,10,78
967448,0.12,63,40
930844,0.25,11,57
212795,0.95,18,75
860838,0.95,28,23
386869,1,52,37
748377,0.29,83,16
154414,0.11,60,98
940904,0.77,73,35
888582,0.39,32,12
766636,0.96,81,35
554079,0.33,7,52
615569,0.82,74,97
601078,0.86,29,80
321086,0.79,86,86
157572,0.28,26,53
650138,0.84,70,31
293399,0.71,12,0
341987,0.29,83,51
901914,0.83,64,22
451378,0.86,42,40
646774,0.22,74,67
654176,0.63,86,10
407062,0.17,53,23
156634,0.11,81,58
122636,0.03,39,80
207041,0.39,4,6
545008,0.17,36,1
671526,0.63,14,54
105994,0.83,62,28
344294,0.81,27,94
373342,0.57,88,22
326455,0.42,22,89
341999,0.53,12,66
579604,0.93,0,99
569899,0.91,32,63
227393,0.79,98,31
440063,0.71,9,98
122699,0.34,3,42
241213,0.62,76,62
911343,0.5,5,91
321091,0.24,69,88
334455,0.35,98,11
762804,0.42,92,27
858974,0.17,19,4
303987,0.57,5,7
681036,0.87,65,77
349327,0.62,22,41
819682,0.25,42,42
547475,1,38,3
705502,0.76,6,92
402828,0.04,21,11
567353,0.46,27,66
730768,0.84,52,56
208243,0.46,13,49
235848,0.73,33,23
822346,0.96,45,96
105571,0.46,17,36
758234,0.19,41,84
722541,0.55,25,49
461747,0.94,13,83
520477,0.59,9,20
995653,0.71,13,47
569690,0.35,98,11
584045,0.72,50,75
910544,0.62,73,19
140964,0.18,7,38
616294,0.55,77,27
582431,0.18,82,60
525992,0.66,63,14
167089,0.06,25,9
273884,0.18,78,42
142885,0,16,41
136708,0.05,1,22
753250,0.27,47,52
781336,0.6,76,77
275273,0.91,27,76
352836,0.46,83,14
253598,0.66,68,9
426627,0.52,85,75
991231,0.83,8,82
191123,0.88,27,1
316863,0.88,15,99
374573,0.15,12,5
318773,0.76,89,35
299371,0.95,35,11
922423,0.73,19,71
910853,0.33,11,20
180477,0.51,21,60
364719,0.5,93,44
552009,0.08,62,5
506493,0.05,34,43
160595,0.49,79,81
570871,0.04,82,63
744137,0.83,58,44
823684,0.11,60,86
764176,0.93,78,4
279701,0.17,2,22
479062,0.78,38,35
752375,0.7,45,23
391235,0.15,1,95
296008,0.55,13,59
267139,0.06,68,4
227301,0.26,27,40
222271,0,76,76
920557,0.82,99,47
466851,0.04,8,84
497896,0.91,44,18
610660,0.07,1,4
536718,0.06,40,27
401727,0.8,43,39
609189,0.06,37,9
570747,0.87,39,10
866972,0.3,98,99
442024,0.01,100,11
447595,0.19,54,10
472824,0.47,14,85
470309,0.77,99,77
578583,0.84,29,73
889652,0.99,44,26
438847,0.18,53,69
923345,0.43,91,72
825277,0.91,6,96
802386,0.64,69,80
320727,0.43,44,78
881931,0.05,82,48
802377,1,56,61
824033,0.53,24,66
133841,0.19,42,98
742830,0.69,28,73
301549,0.38,10,38
294181,0.9,93,39
736067,0.22,5,81
545498,0.59,34,91
992288,0.95,64,6
567980,0.64,33,37
326985,0.12,43,39
740187,0.08,53,43
560777,0.16,20,29
401288,0.86,26,90
470435,0.29,73,92
882651,0.89,52,76
601211,0.05,22,40
977036,0.68,92,11
581598,0.82,93,82
520886,0.17,93,4
963750,0.87,97,12
828049,0.68,34,13
730670,0.57,52,6
973828,0.38,57,88
745954,0.26,8,1
123764,0.06,40,99
120603,0,97,97
467451,0.05,51,40
952442,0.41,3,98
306988,0.72,11,43
529214,0.63,48,18
730362,0.64,70,63
393816,0.57,100,19
550387,0.72,41,57
623561,0.78,46,47
365071,0.07,25,82
778265,0.19,31,78
788537,0.11,71,15
415386,0.39,62,78
102314,0.64,82,14
753068,0.04,19,3
650078,0.29,24,9
437836,0.44,33,91
865060,0.52,25,18
251612,0.56,78,52
571010,0.28,40,59
926434,0.44,67,71
145363,0.98,32,95
127405,0.17,37,46
102373,0.07,62,20
246850,0.24,5,42
965845,0.69,62,84
593183,0.75,72,86
477897,0.22,13,69
458130,0.37,97,21
614789,0.22,5,37
342107,0.54,90,88
883664,0.27,73,48
226695,0.38,20,3
940331,0.63,48,31
333193,0.71,83,73
767767,0.16,50,47
219059,0.23,94,91
854790,0.18,70,100
781971,0.73,19,8
337803,0.29,66,33
592560,0.42,10,33
835060,0.46,87,9
747551,0.78,71,17
833513,0.28,8,43
706923,0.37,9,40
908205,0.95,65,91
962430,0.34,58,67
957747,0.01,95,45
342609,0.98,87,65
542334,0.72,26,32
769945,1,9,72
965680,0.06,4,43
729184,0.82,46,43
674332,0.44,100,75
875177,0.44,51,96
317278,0.49,57,6
974531,0.87,70,68
227666,0.99,92,78
552631,0.98,13,67
302770,0.43,65,59
319998,0.08,73,3
454492,0.94,56,24
381832,0.65,36,9
334865,0.28,25,54
415804,0.36,75,82
578130,0.08,74,74
329508,0.02,73,100
407621,0.33,47,66
367527,0.87,99,70
792338,0.08,15,21
884245,0.62,33,20
161930,0.48,16,80
532160,0.63,5,94
987250,0.76,69,93
267642,0.15,18,71
201136,0.91,12,77
125746,0.9,81,84
181260,0.23,47,61
981133,0.15,56,1
739788,0.46,87,57
395295,0.65,29,91
581878,0.23,17,85
664214,0.81,69,69
998649,0.44,21,80
767368,0.74,0,82
459890,0.35,65,7
454911,0.53,88,47
866870,0.44,9,4
249653,0.91,36,85
348912,0.46,77,8
902761,0.54,64,31
657218,0.64,76,38
866582,0.04,28,32
875533,0.49,82,15
194474,0.39,1,32
305062,0.78,95,68
492943,0.4,77,8
577431,0.68,96,34
985124,0.63,64,67
824522,0.58,20,0
663481,0.06,69,66
140846,0.61,75,50
863298,0.58,29,8
527998,0.31,59,62
371156,0.99,99,55
972949,0.78,95,36
770113,0.1,79,33
881803,0.25,54,98
871761,0.55,91,62
495746,0.27,96,99
210633,0,58,42
123816,0.89,90,33
945370,0.72,35,43
867144,0.24,76,76
382924,0.58,48,70
704573,0.07,61,42
774563,0.82,90,57
769021,0.09,83,8
581414,0.11,74,3
330977,0.43,32,92
207289,0.3,44,28
201728,0.26,4,85
521079,0.34,19,74
426895,0.28,51,5
198951,0.24,43,42
773425,0.22,12,9
192319,0.17,26,51
200644,0.25,71,11
426861,0.96,78,12
726119,0.81,6,46
161606,0.07,40,29
623788,0.8,7,98
477095,0.12,60,46
641042,0.54,79,9
123396,0.58,91,56
533261,0.42,72,8
813354,0.83,47,10
961379,0.65,2,5
450174,0.2,71,25
587073,0.24,62,94
320299,0.85,82,59
996767,0.7,100,39
242134,0.21,40,86
460990,0.67,31,72
845019,0.77,24,88
626141,0.12,34,39
903384,0.9,15,100
307455,0.45,93,21
994435,0.87,81,67
296474,0.19,100,96
856700,0.54,76,77
493697,0.85,3,8
445975,0.98,93,42
691327,0.79,100,4
344715,0.21,95,75
339601,0.71,27,11
446252,0.62,92,76
612008,0.9,62,24
356368,1,57,8
652485,0.19,42,92
743718,0.52,57,21
524022,0.42,79,98
842183,0.4,19,60
385646,0.41,75,29
497010,0.4,91,95
246049,0.83,100,90
431173,0.61,15,70
370544,0.93,85,32
292466,0.72,3,64
432003,0.95,99,36
310421,0.49,66,1
539999,0.3,37,76
252299,0.09,31,43
883101,0.24,10,27
571524,0.39,96,9
823724,0.15,10,84
811696,0.94,4,24
126693,0.45,92,81
404672,0.56,58,39
564079,0.75,66,3
169668,0.65,49,10
289493,0.51,69,44
828240,0.1,10,59
199685,0.4,81,95
380863,0.09,55,82
753786,0.77,82,72
619615,0.11,6,38
123154,0.89,7,39
470645,0.11,54,33
720286,0.58,38,49
252725,0.3,5,76
603445,0.59,84,69
535147,0.31,76,15
743323,0.07,17,74
832225,0.37,2,8
744287,0.42,83,5
280867,0.73,45,23
823004,0.71,21,24
523828,0.99,46,89
599433,0.43,6,75
100331,0.34,99,59
248422,0.18,72,52
512126,0.61,9,5
802623,0.06,72,57
884016,0.2,34,94
245512,0.45,87,24
841619,0.16,63,91
245413,0.74,20,58
607288,0.13,90,81
167690,0.05,52,26
109615,0.43,62,85
617983,0.21,77,44
622254,0.25,2,31
243773,0.01,63,88
316813,0.85,48,74
515326,0.27,48,15
824932,0.67,23,46
752650,0.23,92,72
150397,0.68,62,15
643400,0.79,62,41
261121,0.87,1,74
192222,0.12,35,6
507346,0.9,18,22
624066,0.92,43,70
912770,0.09,77,4
371339,0.37,15,20
176256,0.82,91,25
980929,0.48,20,54
448461,0.36,35,67
886113,0.84,20,36
420163,0.19,86,21
769036,0.79,27,65
876099,0.31,44,3
164611,0.94,27,27
164383,0.11,20,11
515450,0.35,32,14
324393,0.01,63,72
948751,0.17,92,81
990228,0.84,44,61
551663,0.62,5,39
605506,0.28,16,72
714651,0.34,71,5
857277,0.1,73,66
133105,0.55,3,68
506330,0.22,29,58
416428,0.07,77,36
669992,0.51,92,86
446729,0.4,59,17
288098,0.79,22,46
297754,0.05,15,96
512679,0.23,91,42
227471,0.89,59,70
460157,0.79,83,9
134531,0.64,38,85
316859,0.92,89,36
593904,0.97,89,66
714205,0.98,27,96
983499,0.17,47,13
