student_id,district_id,district_name,school_id,school_name,current_grade_level,gender,ethnicity,ell,iep,gifted_flag,homeless_flag,disability,economic_disadvantage,ela_state_score_two_years_ago,ela_state_score_one_year_ago,ela_state_score_current_year,math_state_score_two_years_ago,math_state_score_one_year_ago,math_state_score_current_year,performance_level_two_years_ago,performance_level_prior_year,performance_level_current_year
3201096830,5000332,Frederick-Zamora School District,164948,Flores PLC High School,1,False,Other,False,False,True,True,False,True,698,711,725,706,729,750,proficient,proficient,advanced
9582589116,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,2,False,Pacific Islander,True,True,False,False,True,True,735,753,768,729,751,770,advanced,advanced,advanced
8440580212,5000332,Frederick-Zamora School District,164948,Flores PLC High School,-1,False,Other,False,True,False,True,False,False,707,719,730,606,629,649,basic,basic,proficient
4447591097,5000332,Frederick-Zamora School District,164948,Flores PLC High School,1,True,White,False,True,True,False,False,False,616,637,659,605,633,659,basic,basic,basic
3165701612,4603381,Ware Ltd School District,205193,Chandler Inc High School,12,False,Other,True,False,True,False,True,False,605,616,628,634,652,673,basic,basic,basic
7090953994,4603381,Ware Ltd School District,205193,Chandler Inc High School,7,False,Pacific Islander,True,True,False,False,False,True,663,678,691,616,644,669,basic,basic,proficient
5971837280,5000332,Frederick-Zamora School District,164948,Flores PLC High School,8,True,Hispanic,True,True,False,True,True,False,646,651,655,714,736,761,proficient,proficient,proficient
7384050208,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,8,True,Asian,False,True,True,False,True,False,608,631,654,639,655,671,basic,basic,basic
2533446276,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,5,True,Native American,True,True,True,True,False,True,686,691,698,679,692,704,proficient,proficient,proficient
3739891795,4603381,Ware Ltd School District,205193,Chandler Inc High School,11,False,Native American,True,True,False,True,True,True,612,637,658,733,736,738,basic,proficient,proficient
4445373197,4603381,Ware Ltd School District,205193,Chandler Inc High School,3,True,Asian,True,False,False,False,True,True,629,646,669,638,642,645,basic,basic,basic
8860788295,4603381,Ware Ltd School District,205193,Chandler Inc High School,2,False,Pacific Islander,True,True,False,False,True,False,695,700,707,723,742,762,proficient,proficient,advanced
3171520625,4603381,Ware Ltd School District,205193,Chandler Inc High School,7,True,White,True,False,True,False,True,True,662,684,704,617,624,631,basic,basic,basic
2668799250,4603381,Ware Ltd School District,205193,Chandler Inc High School,6,True,Other,True,True,False,True,True,False,682,684,687,600,614,630,basic,basic,basic
8210308395,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,5,True,Hispanic,False,True,False,False,False,False,669,677,684,684,694,705,proficient,proficient,proficient
7444904222,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,12,True,Asian,True,False,False,False,True,False,638,656,680,702,705,708,basic,proficient,proficient
8804006986,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,10,True,Pacific Islander,False,True,True,False,False,True,676,696,717,646,671,696,basic,proficient,proficient
6457985092,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,1,False,Pacific Islander,True,False,True,True,True,False,648,658,671,698,702,707,basic,proficient,proficient
1080103376,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,-1,True,Black,True,False,True,False,True,True,667,683,699,674,680,685,basic,proficient,proficient
9942138888,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,2,True,Asian,True,False,False,True,False,True,746,752,757,741,758,773,advanced,advanced,advanced
6610538584,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,6,True,Hispanic,True,False,False,True,True,True,740,753,766,607,627,649,basic,proficient,proficient
8319443844,5000332,Frederick-Zamora School District,164948,Flores PLC High School,-1,True,Asian,False,True,False,True,False,False,681,696,711,695,718,744,proficient,proficient,advanced
8854152293,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,8,True,White,True,False,False,True,True,False,716,738,760,663,683,704,proficient,proficient,advanced
7857767646,5000332,Frederick-Zamora School District,164948,Flores PLC High School,2,False,Hispanic,False,False,True,False,False,True,606,608,610,628,645,661,basic,basic,basic
8324470577,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,10,True,White,False,True,True,True,True,True,723,735,748,618,641,662,basic,proficient,proficient
2829715289,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,9,True,White,True,True,True,True,True,True,728,751,774,654,665,677,proficient,proficient,advanced
3950262877,5000332,Frederick-Zamora School District,164948,Flores PLC High School,5,True,Other,False,True,False,True,False,False,609,628,650,683,690,698,basic,basic,basic
1889794409,4603381,Ware Ltd School District,205193,Chandler Inc High School,9,False,Pacific Islander,False,True,True,True,False,True,677,690,703,688,707,732,proficient,proficient,proficient
3985927993,5000332,Frederick-Zamora School District,164948,Flores PLC High School,9,True,Native American,False,False,True,True,False,False,713,731,751,603,625,642,basic,proficient,proficient
4078413243,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,3,False,Black,True,False,False,False,False,False,620,628,635,733,759,786,proficient,proficient,proficient
6942401027,4603381,Ware Ltd School District,205193,Chandler Inc High School,4,True,White,False,False,False,True,True,False,640,652,663,641,651,662,basic,basic,basic
6908743209,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,1,True,Hispanic,True,False,True,False,False,True,600,609,618,669,693,717,basic,basic,basic
1636184230,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,4,False,Other,False,False,False,False,False,True,668,690,712,615,623,629,basic,basic,basic
3090779122,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,9,False,Hispanic,False,False,True,True,False,False,662,679,697,723,726,729,proficient,proficient,proficient
9020119502,4603381,Ware Ltd School District,205193,Chandler Inc High School,5,True,Hispanic,True,False,False,True,False,True,746,755,764,714,727,741,advanced,advanced,advanced
1111690288,5000332,Frederick-Zamora School District,164948,Flores PLC High School,0,False,White,True,True,False,True,False,False,726,747,769,612,617,622,basic,proficient,proficient
7742063096,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,7,True,Pacific Islander,False,True,True,False,False,False,613,627,646,682,699,716,basic,basic,proficient
4423750532,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,5,False,Black,False,True,True,False,True,True,692,712,729,614,620,628,basic,basic,proficient
6809195008,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,8,False,Native American,False,True,False,True,False,False,750,752,755,745,762,784,advanced,advanced,advanced
9418179356,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,-1,False,White,True,True,True,True,True,True,731,748,765,749,754,762,advanced,advanced,advanced
1870624018,5000332,Frederick-Zamora School District,164948,Flores PLC High School,6,True,Native American,False,False,False,True,True,True,692,714,730,610,625,637,basic,basic,proficient
8452986676,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,12,False,White,True,False,True,True,True,True,737,745,754,646,657,671,proficient,proficient,proficient
4764680907,5000332,Frederick-Zamora School District,164948,Flores PLC High School,-1,False,Native American,True,True,False,True,False,False,701,707,712,649,660,669,proficient,proficient,proficient
7027574799,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,2,False,Hispanic,False,True,False,True,False,False,717,726,736,691,709,729,proficient,proficient,advanced
3015337590,4603381,Ware Ltd School District,205193,Chandler Inc High School,6,False,Native American,True,True,True,False,True,True,646,668,689,665,690,713,basic,proficient,proficient
7573961634,5000332,Frederick-Zamora School District,164948,Flores PLC High School,2,True,Other,False,False,False,False,False,True,739,746,754,604,613,622,basic,proficient,proficient
9672270635,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,1,False,Pacific Islander,False,True,False,False,True,False,678,705,732,625,629,633,basic,basic,proficient
1346025048,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,5,False,Native American,False,True,True,True,True,True,739,754,768,654,658,663,proficient,proficient,proficient
2527699426,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,1,True,Pacific Islander,True,True,False,False,False,True,615,625,635,666,685,710,basic,basic,basic
2203895286,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,3,True,Native American,False,True,False,False,True,True,713,720,727,684,695,708,proficient,proficient,proficient
4990817545,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,-1,True,Pacific Islander,True,False,False,True,True,True,623,634,643,696,713,725,basic,basic,proficient
7302298549,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,9,True,Hispanic,False,True,True,False,False,True,718,733,754,674,678,682,proficient,proficient,proficient
4352818422,4603381,Ware Ltd School District,205193,Chandler Inc High School,10,True,Pacific Islander,True,False,True,False,False,True,726,738,750,638,652,670,proficient,proficient,proficient
1750764454,5000332,Frederick-Zamora School District,164948,Flores PLC High School,2,False,Hispanic,False,True,True,False,False,True,698,701,704,619,632,647,basic,basic,proficient
4553149659,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,0,True,Pacific Islander,True,True,True,True,True,True,627,633,639,656,665,675,basic,basic,basic
1141407405,5000332,Frederick-Zamora School District,164948,Flores PLC High School,7,True,Asian,False,True,False,False,True,False,720,723,727,670,678,688,proficient,proficient,proficient
4985091135,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,6,True,Pacific Islander,True,True,True,True,False,False,712,720,728,622,633,643,basic,proficient,proficient
4544291161,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,10,False,Native American,False,True,False,True,False,True,642,662,679,715,737,761,proficient,proficient,proficient
2261516768,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,5,False,Hispanic,True,False,False,True,True,False,628,640,656,667,681,698,basic,basic,proficient
7645373778,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,-1,False,Other,True,False,False,False,False,False,647,653,660,730,749,765,proficient,proficient,proficient
1326453192,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,6,True,White,False,False,False,True,True,False,741,746,751,699,718,738,proficient,advanced,advanced
1944968326,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,4,False,White,True,False,False,False,False,True,739,758,775,737,743,749,advanced,advanced,advanced
6956064401,5000332,Frederick-Zamora School District,164948,Flores PLC High School,7,False,Native American,True,True,False,True,True,False,611,617,625,601,617,636,basic,basic,basic
9700314010,4603381,Ware Ltd School District,205193,Chandler Inc High School,-1,False,Pacific Islander,True,True,False,False,True,True,676,693,712,650,667,689,basic,proficient,proficient
9477033186,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,6,True,Asian,True,True,False,True,True,False,691,714,734,669,685,702,proficient,proficient,proficient
1269885776,4603381,Ware Ltd School District,205193,Chandler Inc High School,7,False,Native American,False,True,False,True,True,True,719,726,732,669,674,679,proficient,proficient,proficient
4001378083,4603381,Ware Ltd School District,205193,Chandler Inc High School,11,True,Pacific Islander,True,True,True,True,True,True,723,743,762,705,710,714,proficient,advanced,advanced
5812403651,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,3,True,Pacific Islander,True,False,True,True,False,True,675,689,706,716,732,745,proficient,proficient,advanced
8341181826,5000332,Frederick-Zamora School District,164948,Flores PLC High School,12,False,Native American,False,True,True,True,True,True,679,693,709,720,731,743,proficient,proficient,advanced
1851778709,5000332,Frederick-Zamora School District,164948,Flores PLC High School,10,True,Hispanic,False,False,False,True,False,True,618,645,671,664,672,683,basic,basic,proficient
9727084022,5000332,Frederick-Zamora School District,164948,Flores PLC High School,7,False,Hispanic,True,True,False,True,False,False,703,720,741,695,714,734,proficient,proficient,advanced
9688175328,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,0,True,White,True,True,False,True,False,False,601,604,607,722,728,737,basic,basic,basic
8636232748,5000332,Frederick-Zamora School District,164948,Flores PLC High School,8,False,Hispanic,False,True,False,True,True,False,604,612,620,728,750,770,basic,proficient,proficient
8696164079,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,-1,True,Native American,True,False,True,False,False,False,708,729,745,633,638,644,basic,proficient,proficient
1235830037,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,10,True,Hispanic,True,False,True,False,True,True,693,697,702,629,636,642,basic,basic,basic
4978653826,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,6,True,Native American,True,False,True,True,False,False,694,697,700,612,630,654,basic,basic,proficient
6182733233,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,5,True,Hispanic,True,True,True,True,False,False,710,715,720,733,750,764,proficient,advanced,advanced
5214859050,4603381,Ware Ltd School District,205193,Chandler Inc High School,10,False,Native American,True,False,True,True,False,True,718,723,726,744,753,764,advanced,advanced,advanced
1810656111,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,2,True,Other,True,False,True,False,True,False,645,656,664,603,622,645,basic,basic,basic
7392556106,4603381,Ware Ltd School District,205193,Chandler Inc High School,4,False,Asian,True,True,True,False,True,True,665,682,698,743,754,763,proficient,proficient,advanced
6116871897,4603381,Ware Ltd School District,205193,Chandler Inc High School,9,True,Black,True,True,False,False,False,True,622,646,665,704,714,724,basic,proficient,proficient
7103640026,5000332,Frederick-Zamora School District,164948,Flores PLC High School,-1,True,Pacific Islander,False,True,True,False,False,False,737,745,754,703,715,729,proficient,advanced,advanced
9933384777,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,3,False,Other,True,False,True,False,True,False,605,615,626,661,664,667,basic,basic,basic
8597152699,5000332,Frederick-Zamora School District,164948,Flores PLC High School,8,False,Hispanic,False,False,True,True,True,False,668,678,686,705,722,739,proficient,proficient,proficient
2211631246,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,-1,True,White,False,True,True,True,False,True,601,611,622,658,663,669,basic,basic,basic
6641102341,5000332,Frederick-Zamora School District,164948,Flores PLC High School,3,False,Hispanic,False,True,False,False,True,True,640,650,659,662,668,674,basic,basic,basic
2251475027,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,3,True,Other,True,False,True,True,True,False,683,702,721,645,669,691,basic,proficient,proficient
2252773234,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,7,True,Other,True,True,False,True,True,True,643,645,647,687,698,709,basic,basic,proficient
3315394934,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,7,True,Pacific Islander,True,True,False,False,False,True,663,677,691,722,742,764,proficient,proficient,advanced
3701786185,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,3,False,Hispanic,True,True,True,False,True,False,701,721,737,646,651,658,basic,proficient,proficient
7119941821,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,10,True,Asian,False,False,True,False,True,False,702,723,740,694,700,705,proficient,proficient,proficient
1075371678,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,0,False,Pacific Islander,True,True,False,False,True,True,683,695,704,715,731,746,proficient,proficient,advanced
4203062291,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,5,False,Hispanic,True,False,True,True,False,False,640,643,645,725,730,737,proficient,proficient,proficient
6133041942,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,0,False,Native American,True,True,False,False,True,False,629,642,655,620,635,650,basic,basic,basic
2147379955,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,4,False,Asian,True,False,False,True,False,False,661,667,675,607,626,651,basic,basic,basic
1705423054,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,10,False,Asian,False,True,True,True,True,True,744,762,778,673,687,701,proficient,proficient,advanced
5565986480,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,2,True,Native American,False,True,True,True,True,False,690,708,727,687,700,717,proficient,proficient,proficient
9523689651,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,0,False,Other,True,False,True,False,False,True,693,707,722,602,607,613,basic,basic,basic
9787144359,5000332,Frederick-Zamora School District,164948,Flores PLC High School,0,False,Pacific Islander,False,False,False,True,True,True,658,680,699,620,641,661,basic,basic,proficient
9583745462,4603381,Ware Ltd School District,205193,Chandler Inc High School,5,False,Asian,False,True,False,True,False,False,711,721,730,721,735,750,proficient,advanced,advanced
1036476479,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,2,False,Native American,True,True,False,True,True,True,671,697,722,657,668,681,basic,proficient,proficient
7196595841,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,7,False,Pacific Islander,False,True,True,True,True,True,703,715,728,622,630,640,basic,basic,proficient
4286951858,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,11,True,White,False,False,False,False,True,False,703,706,708,631,642,653,basic,basic,proficient
1904919888,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,5,True,Hispanic,False,True,True,False,True,True,648,666,681,747,757,766,proficient,proficient,proficient
7601230058,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,8,True,White,True,False,False,True,False,True,738,747,757,696,720,736,proficient,advanced,advanced
6344778721,5000332,Frederick-Zamora School District,164948,Flores PLC High School,8,False,Other,True,False,False,False,True,False,686,696,710,739,743,748,proficient,proficient,advanced
9212422892,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,3,True,Hispanic,True,False,False,True,False,True,608,622,634,728,742,755,basic,proficient,proficient
8870920790,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,10,True,Pacific Islander,True,False,False,False,True,False,739,742,745,731,735,740,advanced,advanced,advanced
6808907361,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,7,False,Hispanic,True,False,True,True,False,False,748,757,764,712,731,748,advanced,advanced,advanced
3782828487,4603381,Ware Ltd School District,205193,Chandler Inc High School,4,True,White,True,True,False,False,False,True,667,682,698,662,667,671,basic,basic,proficient
5125151358,5000332,Frederick-Zamora School District,164948,Flores PLC High School,12,False,Asian,True,True,True,False,True,False,659,665,671,718,723,727,proficient,proficient,proficient
4068174680,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,11,False,Native American,False,True,False,False,False,False,615,632,653,622,633,644,basic,basic,basic
9094592159,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,9,True,White,True,False,True,False,True,False,724,746,772,710,723,732,proficient,advanced,advanced
6951388667,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,11,True,Other,True,False,False,True,True,False,701,723,740,715,726,735,proficient,proficient,advanced
8852644588,5000332,Frederick-Zamora School District,164948,Flores PLC High School,5,False,Hispanic,False,True,True,False,True,True,608,616,621,650,678,704,basic,basic,basic
5495396213,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,8,False,Native American,False,False,True,False,False,False,715,721,725,648,657,663,proficient,proficient,proficient
7125117002,4603381,Ware Ltd School District,205193,Chandler Inc High School,9,True,Hispanic,True,False,False,False,True,False,686,706,722,714,734,754,proficient,proficient,advanced
2191104156,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,11,True,Black,False,True,False,True,True,True,732,739,748,711,728,742,proficient,advanced,advanced
8972512017,4603381,Ware Ltd School District,205193,Chandler Inc High School,8,False,Pacific Islander,True,False,True,False,True,True,749,759,768,686,713,733,proficient,advanced,advanced
1660025121,5000332,Frederick-Zamora School District,164948,Flores PLC High School,10,True,Native American,False,True,True,True,True,True,684,701,720,730,738,744,proficient,proficient,advanced
5190731296,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,9,True,Black,True,False,True,True,False,False,651,666,686,610,618,624,basic,basic,basic
8537930974,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,2,False,Native American,False,True,True,False,False,True,696,700,704,711,725,735,proficient,proficient,proficient
7771312151,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,5,True,Black,True,False,True,False,False,False,652,654,656,743,749,758,proficient,proficient,proficient
6074551197,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,1,True,White,False,True,True,True,False,True,625,635,646,641,649,658,basic,basic,basic
7018206689,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,5,True,Native American,False,True,False,False,False,False,729,747,764,692,710,725,proficient,advanced,advanced
9366456532,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,6,True,Asian,True,False,True,True,True,False,743,756,769,638,655,677,proficient,proficient,proficient
3956656731,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,9,False,Pacific Islander,False,True,False,False,False,True,697,706,716,705,720,735,proficient,proficient,advanced
8822402277,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,6,False,Hispanic,True,False,False,True,False,False,645,654,662,623,634,648,basic,basic,basic
2245709651,4603381,Ware Ltd School District,205193,Chandler Inc High School,-1,True,Native American,False,True,False,True,False,False,627,636,647,684,687,690,basic,basic,basic
2194826491,4603381,Ware Ltd School District,205193,Chandler Inc High School,12,False,White,False,False,False,True,True,True,743,746,750,650,662,674,proficient,proficient,proficient
3288363597,4603381,Ware Ltd School District,205193,Chandler Inc High School,-1,True,Native American,False,False,True,True,True,False,709,724,734,612,627,645,basic,proficient,proficient
5942296009,5000332,Frederick-Zamora School District,164948,Flores PLC High School,6,True,Asian,True,True,True,True,True,False,631,654,677,630,639,646,basic,basic,basic
6016440087,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,6,False,Native American,False,True,True,False,True,False,691,706,724,731,734,737,proficient,proficient,advanced
8831459233,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,4,True,Asian,True,True,True,False,True,False,682,700,720,687,704,718,proficient,proficient,proficient
8572174733,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,-1,False,Native American,True,True,False,False,True,False,696,707,718,686,699,713,proficient,proficient,proficient
5987346665,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,11,True,Asian,False,True,True,False,False,True,712,721,731,667,670,673,proficient,proficient,proficient
6486352767,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,3,False,Other,True,False,False,False,False,True,656,662,668,631,645,660,basic,basic,basic
9708205976,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,-1,True,Native American,True,False,True,False,False,True,649,668,685,640,642,644,basic,basic,basic
2264521308,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,9,False,Asian,False,True,True,False,True,True,677,688,698,605,612,620,basic,basic,basic
8533355945,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,3,False,Asian,True,True,True,False,True,False,737,740,743,716,723,730,advanced,advanced,advanced
2437980960,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,10,True,White,False,True,True,True,True,True,672,694,719,646,662,684,basic,proficient,proficient
2794788024,5000332,Frederick-Zamora School District,164948,Flores PLC High School,1,True,White,False,True,False,True,True,False,743,759,776,737,757,777,advanced,advanced,advanced
8498597239,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,7,True,Pacific Islander,True,False,False,True,False,True,654,674,693,686,707,730,basic,proficient,proficient
9724957113,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,7,False,Black,True,True,False,True,False,False,680,693,704,671,684,697,proficient,proficient,proficient
8982584107,4603381,Ware Ltd School District,205193,Chandler Inc High School,5,True,White,False,False,True,False,True,True,639,643,647,674,680,687,basic,basic,basic
2881790728,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,10,True,Other,False,False,False,True,False,False,673,692,711,683,700,721,proficient,proficient,proficient
2493004376,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,2,False,Asian,True,False,True,False,False,False,664,679,695,674,679,685,basic,proficient,proficient
7072551568,5000332,Frederick-Zamora School District,164948,Flores PLC High School,5,False,White,False,True,False,False,True,True,663,674,687,738,766,793,proficient,proficient,advanced
6644113932,5000332,Frederick-Zamora School District,164948,Flores PLC High School,5,True,Pacific Islander,False,False,False,False,True,False,706,724,741,661,664,668,proficient,proficient,proficient
8412559229,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,10,True,Pacific Islander,True,True,True,False,True,True,664,674,685,600,602,604,basic,basic,basic
7842489834,4603381,Ware Ltd School District,205193,Chandler Inc High School,8,False,Other,True,False,True,False,True,True,681,684,688,647,656,664,basic,basic,proficient
1184564898,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,4,True,Hispanic,False,False,True,True,False,True,605,619,635,662,680,695,basic,basic,basic
8327075177,5000332,Frederick-Zamora School District,164948,Flores PLC High School,12,True,Black,False,True,True,True,True,False,616,639,658,740,746,754,proficient,proficient,proficient
8909546335,5000332,Frederick-Zamora School District,164948,Flores PLC High School,7,False,Asian,True,True,True,False,False,True,702,719,741,698,717,733,proficient,proficient,advanced
2859896713,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,1,False,Native American,False,True,True,False,True,False,626,640,655,660,666,672,basic,basic,basic
7034824177,5000332,Frederick-Zamora School District,164948,Flores PLC High School,8,False,Pacific Islander,False,False,True,False,False,False,619,644,664,735,751,766,proficient,proficient,proficient
3885186483,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,10,False,Pacific Islander,False,True,False,True,True,False,684,689,693,723,739,759,proficient,proficient,advanced
1218320780,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,9,True,Black,True,True,True,False,False,False,626,634,642,666,670,675,basic,basic,basic
4235675643,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,11,True,Asian,False,True,True,True,True,True,687,708,734,696,703,711,proficient,proficient,proficient
2072938148,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,7,False,Asian,True,True,False,False,True,False,747,759,771,713,727,739,advanced,advanced,advanced
3801726861,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,3,True,Other,True,False,False,False,True,True,672,677,683,600,610,620,basic,basic,basic
2333895274,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,4,True,Asian,True,False,False,True,True,True,714,742,769,735,739,743,proficient,advanced,advanced
9366158009,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,11,False,Asian,False,True,False,True,True,False,637,642,648,643,647,650,basic,basic,basic
1725591513,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,10,True,Pacific Islander,True,True,True,True,False,False,636,647,655,750,765,779,proficient,proficient,proficient
2700064959,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,12,True,Asian,False,False,False,False,False,True,746,754,760,632,644,655,proficient,proficient,proficient
6895313001,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,10,False,Asian,False,False,True,True,False,True,716,722,727,747,767,785,advanced,advanced,advanced
9956641088,5000332,Frederick-Zamora School District,164948,Flores PLC High School,10,False,Asian,False,True,False,False,True,False,683,691,698,677,685,694,proficient,proficient,proficient
5223041039,5000332,Frederick-Zamora School District,254717,Vega-Mooney High School,12,False,Other,False,True,False,False,False,False,681,693,706,604,614,624,basic,basic,basic
5712675625,5000332,Frederick-Zamora School District,164948,Flores PLC High School,9,False,Black,False,False,True,False,False,True,647,665,684,657,665,674,basic,basic,proficient
5490045440,5000332,Frederick-Zamora School District,164948,Flores PLC High School,10,False,Black,False,False,True,True,True,True,662,666,670,600,603,608,basic,basic,basic
6151749043,5000332,Frederick-Zamora School District,164948,Flores PLC High School,7,False,White,False,True,False,True,False,False,617,640,664,676,701,724,basic,basic,proficient
5747283259,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,7,True,Pacific Islander,True,True,False,True,True,False,615,632,651,701,715,729,basic,basic,proficient
5526485400,5000332,Frederick-Zamora School District,164948,Flores PLC High School,-1,True,Black,True,True,False,True,False,True,723,736,750,623,636,655,basic,proficient,proficient
9502624619,4603381,Ware Ltd School District,834022,Rodriguez-Palmer High School,11,False,Asian,False,True,False,True,True,False,707,728,748,708,728,743,proficient,advanced,advanced
4027147986,4603381,Ware Ltd School District,532820,Kennedy-Gibbs High School,-1,True,Pacific Islander,True,True,True,False,True,True,722,740,760,719,738,753,proficient,advanced,advanced
4217930505,5000332,Frederick-Zamora School District,164948,Flores PLC High School,8,False,Asian,False,False,True,False,False,True,690,703,721,702,721,746,proficient,proficient,advanced
9156949143,4603381,Ware Ltd School District,206941,Johnson-Bowen High School,12,False,White,False,False,True,True,True,True,692,707,723,642,658,671,basic,proficient,proficient
